customer_id,last_order_date,frequency,monetary,recency,R_score,F_score,M_score,RFM_Score
C100508,2024-04-24,6,16185.0,509,1,4,4,144
C100509,2025-07-11,4,12321.0,66,4,2,3,423
C100510,2024-12-13,5,8312.0,276,2,3,2,232
C100511,2024-06-20,4,8234.0,452,1,2,2,122
C100512,2023-11-04,1,2709.0,681,1,1,1,111
C100513,2025-07-31,3,6824.0,46,4,2,2,422
C100514,2025-05-29,3,6877.0,109,3,2,2,322
C100515,2024-07-07,6,12715.0,435,1,4,3,143
C100516,2025-01-13,4,14141.0,245,2,2,4,224
C100517,2025-06-02,4,11476.0,105,3,2,3,323
C100518,2025-06-11,3,7970.0,96,3,2,2,322
C100519,2025-09-04,6,10238.0,11,4,4,3,443
C100520,2025-05-13,3,10992.0,125,3,2,3,323
C100521,2025-05-15,7,12835.0,123,3,4,3,343
C100522,2023-08-10,2,2454.0,767,1,1,1,111
C100523,2025-04-12,4,7470.0,156,2,2,2,222
C100524,2024-11-10,4,12337.0,309,2,2,3,223
C100525,2025-05-08,4,7546.0,130,3,2,2,322
C100526,2025-09-06,4,6939.0,9,4,2,2,422
C100527,2025-01-05,8,19387.0,253,2,4,4,244
C100528,2024-09-23,5,6764.0,357,1,3,2,132
C100529,2023-11-17,3,6668.0,668,1,2,2,122
C100530,2025-08-07,7,19871.0,39,4,4,4,444
C100531,2025-09-05,2,10671.0,10,4,1,3,413
C100532,2025-04-24,7,22773.0,144,3,4,4,344
C100533,2024-05-20,3,9803.0,483,1,2,3,123
C100534,2024-03-12,1,2454.0,552,1,1,1,111
C100535,2025-07-09,6,24326.0,68,3,4,4,344
C100536,2024-11-17,3,11336.0,302,2,2,3,223
C100537,2023-08-19,2,4232.0,758,1,1,1,111
C100538,2025-03-03,2,3225.0,196,2,1,1,211
C100539,2025-03-22,4,14009.0,177,2,2,4,224
C100540,2024-08-19,6,12319.0,392,1,4,3,143
C100541,2024-06-08,7,13135.0,464,1,4,3,143
C100542,2024-10-12,2,3000.0,338,1,1,1,111
C100543,2024-09-25,2,6101.0,355,1,1,2,112
C100544,2025-08-09,5,20112.0,37,4,3,4,434
C100545,2025-05-03,6,19797.0,135,3,4,4,344
C100546,2024-10-22,5,13243.0,328,1,3,3,133
C100547,2023-08-06,2,15008.0,771,1,1,4,114
C100548,2025-03-10,3,6429.0,189,2,2,2,222
C100549,2025-05-26,4,5404.0,112,3,2,2,322
C100550,2024-12-17,4,12114.0,272,2,2,3,223
C100551,2025-09-13,5,10306.0,2,4,3,3,433
C100552,2025-05-25,5,12554.0,113,3,3,3,333
C100553,2025-05-02,6,10979.0,136,3,4,3,343
C100554,2025-03-03,4,18835.0,196,2,2,4,224
C100555,2025-07-17,4,15260.0,60,4,2,4,424
C100556,2025-04-16,6,19745.0,152,3,4,4,344
C100557,2025-08-13,3,5661.0,33,4,2,2,422
C100558,2024-07-26,5,15187.0,416,1,3,4,134
C100559,2025-06-23,7,15175.0,84,3,4,4,344
C100560,2025-03-30,7,23519.0,169,2,4,4,244
C100561,2025-07-29,6,12196.0,48,4,4,3,443
C100562,2025-02-25,4,6355.0,202,2,2,2,222
C100563,2023-06-10,1,9684.0,828,1,1,3,113
C100564,2025-03-30,4,8502.0,169,2,2,2,222
C100565,2025-08-26,6,19223.0,20,4,4,4,444
C100566,2025-07-29,3,4738.0,48,4,2,1,421
C100567,2025-07-28,7,19066.0,49,4,4,4,444
C100568,2025-06-21,4,8059.0,86,3,2,2,322
C100569,2025-07-13,5,5943.0,64,4,3,2,432
C100570,2025-07-05,4,6707.0,72,3,2,2,322
C100572,2024-10-05,3,6695.0,345,1,2,2,122
C100573,2025-06-18,3,8400.0,89,3,2,2,322
C100574,2025-06-25,8,20645.0,82,3,4,4,344
C100575,2025-08-24,2,2373.0,22,4,1,1,411
C100576,2025-07-12,2,4510.0,65,4,1,1,411
C100577,2025-02-19,2,7869.0,208,2,1,2,212
C100578,2025-07-09,7,23263.0,68,3,4,4,344
C100579,2024-06-03,8,11455.0,469,1,4,3,143
C100580,2024-01-02,4,14502.0,622,1,2,4,124
C100581,2025-08-27,5,9248.0,19,4,3,3,433
C100582,2025-07-21,3,6594.0,56,4,2,2,422
C100583,2025-04-20,4,11528.0,148,3,2,3,323
C100584,2025-01-18,4,11952.0,240,2,2,3,223
C100585,2025-03-26,6,13044.0,173,2,4,3,243
C100586,2025-01-18,3,11059.0,240,2,2,3,223
C100587,2024-07-15,3,8071.0,427,1,2,2,122
C100588,2025-08-23,4,9087.0,23,4,2,2,422
C100589,2025-04-02,4,12865.0,166,2,2,3,223
C100590,2023-11-07,4,6984.0,678,1,2,2,122
C100591,2025-01-29,11,29190.0,229,2,4,4,244
C100592,2025-04-15,3,13388.0,153,3,2,3,323
C100593,2025-06-14,4,11160.0,93,3,2,3,323
C100594,2024-10-12,7,16321.0,338,1,4,4,144
C100595,2025-04-29,6,12976.0,139,3,4,3,343
C100596,2025-04-02,4,8302.0,166,2,2,2,222
C100597,2025-08-01,8,14553.0,45,4,4,4,444
C100598,2025-04-01,5,8210.0,167,2,3,2,232
C100599,2024-06-09,3,3826.0,463,1,2,1,121
C100600,2025-08-03,8,16810.0,43,4,4,4,444
C100601,2025-06-14,4,5982.0,93,3,2,2,322
C100602,2025-03-30,3,4421.0,169,2,2,1,221
C100603,2025-05-02,3,3977.0,136,3,2,1,321
C100604,2025-09-10,4,12902.0,5,4,2,3,423
C100605,2025-07-02,4,7864.0,75,3,2,2,322
C100606,2025-08-20,2,4390.0,26,4,1,1,411
C100607,2025-07-08,5,10774.0,69,3,3,3,333
C100608,2023-05-06,1,2226.0,863,1,1,1,111
C100609,2024-12-20,3,7312.0,269,2,2,2,222
C100610,2025-04-03,2,10654.0,165,2,1,3,213
C100611,2025-04-28,5,10321.0,140,3,3,3,333
C100612,2025-07-13,3,6635.0,64,4,2,2,422
C100613,2025-07-18,7,21422.0,59,4,4,4,444
C100614,2025-03-27,5,10726.0,172,2,3,3,233
C100615,2024-09-12,4,8722.0,368,1,2,2,122
C100616,2024-01-31,4,8413.0,593,1,2,2,122
C100617,2025-06-25,3,4981.0,82,3,2,1,321
C100618,2025-01-31,4,14017.0,227,2,2,4,224
C100619,2025-09-03,5,12928.0,12,4,3,3,433
C100620,2025-07-29,3,4266.0,48,4,2,1,421
C100621,2025-05-05,2,4109.0,133,3,1,1,311
C100622,2025-06-15,6,14276.0,92,3,4,4,344
C100623,2025-08-13,5,17752.0,33,4,3,4,434
C100624,2023-07-16,1,3300.0,792,1,1,1,111
C100625,2025-08-25,8,24542.0,21,4,4,4,444
C100626,2025-09-11,7,29734.0,4,4,4,4,444
C100627,2025-08-08,5,14197.0,38,4,3,4,434
C100628,2024-05-20,3,5670.0,483,1,2,2,122
C100629,2025-06-23,4,6226.0,84,3,2,2,322
C100630,2025-08-06,2,4300.0,40,4,1,1,411
C100631,2025-07-22,6,14212.0,55,4,4,4,444
C100632,2025-05-25,3,9450.0,113,3,2,3,323
C100633,2024-12-28,5,11519.0,261,2,3,3,233
C100634,2024-12-04,2,1425.0,285,2,1,1,211
C100635,2025-07-02,1,2961.0,75,3,1,1,311
C100636,2025-04-02,3,6459.0,166,2,2,2,222
C100637,2025-05-19,5,11894.0,119,3,3,3,333
C100638,2025-08-18,3,11958.0,28,4,2,3,423
C100639,2025-07-11,6,23714.0,66,4,4,4,444
C100640,2024-10-01,3,10124.0,349,1,2,3,123
C100641,2025-08-04,3,6051.0,42,4,2,2,422
C100642,2025-07-26,3,8109.0,51,4,2,2,422
C100643,2023-04-14,2,6300.0,885,1,1,2,112
C100644,2024-11-18,1,1495.0,301,2,1,1,211
C100645,2025-07-01,5,15867.0,76,3,3,4,334
C100646,2025-03-30,3,3609.0,169,2,2,1,221
C100647,2024-03-04,1,691.0,560,1,1,1,111
C100648,2025-03-10,4,9129.0,189,2,2,2,222
C100649,2024-02-12,2,2543.0,581,1,1,1,111
C100650,2025-01-17,3,7882.0,241,2,2,2,222
C100651,2025-08-01,3,6618.0,45,4,2,2,422
C100652,2025-07-15,3,5916.0,62,4,2,2,422
C100653,2025-07-17,5,12205.0,60,4,3,3,433
C100654,2025-09-12,6,13798.0,3,4,4,4,444
C100655,2024-10-10,2,5576.0,340,1,1,2,112
C100656,2025-04-01,6,21420.0,167,2,4,4,244
C100657,2024-04-20,3,6573.0,513,1,2,2,122
C100658,2025-03-21,5,13048.0,178,2,3,3,233
C100659,2025-01-04,4,15317.0,254,2,2,4,224
C100660,2025-05-05,5,18637.0,133,3,3,4,334
C100661,2024-11-28,4,18807.0,291,2,2,4,224
C100662,2025-07-18,4,5175.0,59,4,2,1,421
C100663,2025-08-08,7,13220.0,38,4,4,3,443
C100664,2025-06-27,5,9600.0,80,3,3,3,333
C100665,2025-07-05,3,4734.0,72,3,2,1,321
C100666,2024-04-13,5,13516.0,520,1,3,3,133
C100667,2025-09-01,6,5212.0,14,4,4,1,441
C100668,2024-05-31,3,5683.0,472,1,2,2,122
C100669,2025-01-27,3,9630.0,231,2,2,3,223
C100670,2024-12-21,2,6535.0,268,2,1,2,212
C100671,2024-05-30,2,6302.0,473,1,1,2,112
C100672,2025-05-26,7,16500.0,112,3,4,4,344
C100673,2023-10-10,2,3534.0,706,1,1,1,111
C100674,2024-03-17,3,2917.0,547,1,2,1,121
C100675,2025-07-05,5,14100.0,72,3,3,4,334
C100676,2023-09-30,2,2091.0,716,1,1,1,111
C100677,2025-05-07,3,8281.0,131,3,2,2,322
C100678,2025-03-29,2,4611.0,170,2,1,1,211
C100679,2025-07-13,6,14475.0,64,4,4,4,444
C100680,2025-08-15,4,13159.0,31,4,2,3,423
C100681,2024-01-10,2,4242.0,614,1,1,1,111
C100682,2025-06-03,5,8828.0,104,3,3,2,332
C100683,2025-04-27,2,5368.0,141,3,1,1,311
C100684,2025-03-04,3,7767.0,195,2,2,2,222
C100685,2023-11-22,2,3654.0,663,1,1,1,111
C100686,2025-08-09,7,16940.0,37,4,4,4,444
C100687,2025-05-21,4,9263.0,117,3,2,3,323
C100688,2024-11-16,7,11116.0,303,2,4,3,243
C100689,2025-09-05,5,9004.0,10,4,3,2,432
C100690,2024-09-16,4,7285.0,364,1,2,2,122
C100691,2025-02-27,5,20634.0,200,2,3,4,234
C100692,2023-04-11,1,2546.0,888,1,1,1,111
C100693,2025-04-14,5,11006.0,154,3,3,3,333
C100694,2025-05-08,1,2388.0,130,3,1,1,311
C100695,2025-03-25,2,5746.0,174,2,1,2,212
C100696,2025-01-28,3,6036.0,230,2,2,2,222
C100697,2025-07-09,6,11367.0,68,3,4,3,343
C100698,2023-06-11,1,1880.0,827,1,1,1,111
C100699,2025-03-25,1,4230.0,174,2,1,1,211
C100700,2024-08-21,5,10626.0,390,1,3,3,133
C100701,2025-08-12,6,21115.0,34,4,4,4,444
C100702,2025-07-09,9,10895.0,68,3,4,3,343
C100703,2025-06-04,8,15747.0,103,3,4,4,344
C100704,2025-06-06,5,10128.0,101,3,3,3,333
C100705,2025-09-14,5,6530.0,1,4,3,2,432
C100706,2025-05-31,3,11226.0,107,3,2,3,323
C100707,2025-08-19,5,12569.0,27,4,3,3,433
C100709,2025-09-08,5,13087.0,7,4,3,3,433
C100710,2024-09-13,3,5770.0,367,1,2,2,122
C100711,2024-11-03,4,10266.0,316,2,2,3,223
C100712,2025-03-15,6,12457.0,184,2,4,3,243
C100713,2025-08-09,3,3173.0,37,4,2,1,421
C100714,2025-04-21,3,9679.0,147,3,2,3,323
C100715,2025-07-07,4,11911.0,70,3,2,3,323
C100716,2025-09-02,7,20433.0,13,4,4,4,444
C100717,2025-08-31,4,7178.0,15,4,2,2,422
C100718,2025-08-04,3,9025.0,42,4,2,2,422
C100719,2024-07-07,2,5775.0,435,1,1,2,112
C100720,2025-01-25,2,2635.0,233,2,1,1,211
C100721,2025-05-02,5,10273.0,136,3,3,3,333
C100722,2025-08-18,7,14637.0,28,4,4,4,444
C100723,2025-07-03,6,12051.0,74,3,4,3,343
C100724,2025-08-11,5,13807.0,35,4,3,4,434
C100725,2023-10-15,1,1556.0,701,1,1,1,111
C100726,2025-09-07,4,12329.0,8,4,2,3,423
C100727,2025-05-30,6,22244.0,108,3,4,4,344
C100728,2024-03-07,1,798.0,557,1,1,1,111
C100729,2024-04-29,6,12499.0,504,1,4,3,143
C100730,2024-09-28,6,14223.0,352,1,4,4,144
C100731,2025-06-18,2,1745.0,89,3,1,1,311
C100732,2025-06-20,2,4049.0,87,3,1,1,311
C100733,2025-06-13,3,7562.0,94,3,2,2,322
C100734,2025-06-09,4,9198.0,98,3,2,2,322
C100735,2023-10-22,3,6603.0,694,1,2,2,122
C100737,2025-08-23,7,21578.0,23,4,4,4,444
C100738,2025-01-05,4,9913.0,253,2,2,3,223
C100739,2023-11-27,4,12630.0,658,1,2,3,123
C100740,2025-08-06,3,3242.0,40,4,2,1,421
C100741,2024-12-28,3,4696.0,261,2,2,1,221
C100742,2025-07-23,7,19260.0,54,4,4,4,444
C100743,2025-08-16,4,6902.0,30,4,2,2,422
C100744,2025-01-24,3,3866.0,234,2,2,1,221
C100745,2024-12-15,5,12844.0,274,2,3,3,233
C100746,2025-04-04,4,9056.0,164,2,2,2,222
C100747,2024-01-26,2,10303.0,598,1,1,3,113
C100748,2024-05-14,5,16870.0,489,1,3,4,134
C100749,2025-08-20,2,3264.0,26,4,1,1,411
C100750,2024-07-01,4,11445.0,441,1,2,3,123
C100751,2024-02-14,2,2205.0,579,1,1,1,111
C100752,2024-03-15,3,7863.0,549,1,2,2,122
C100753,2025-03-13,10,21462.0,186,2,4,4,244
C100754,2025-04-14,5,10812.0,154,3,3,3,333
C100755,2025-06-17,3,3322.0,90,3,2,1,321
C100756,2025-02-13,5,18345.0,214,2,3,4,234
C100757,2025-02-25,8,14809.0,202,2,4,4,244
C100758,2024-06-07,4,9494.0,465,1,2,3,123
C100759,2024-08-04,2,1915.0,407,1,1,1,111
C100760,2025-08-28,5,11795.0,18,4,3,3,433
C100761,2025-06-30,9,16162.0,77,3,4,4,344
C100762,2025-09-14,6,13960.0,1,4,4,4,444
C100763,2025-03-27,5,19381.0,172,2,3,4,234
C100764,2025-02-09,3,8624.0,218,2,2,2,222
C100765,2024-05-17,4,6282.0,486,1,2,2,122
C100766,2025-09-14,4,7717.0,1,4,2,2,422
C100767,2025-05-02,7,10722.0,136,3,4,3,343
C100768,2025-04-27,6,12122.0,141,3,4,3,343
C100769,2025-03-04,9,29581.0,195,2,4,4,244
C100770,2025-08-07,6,9777.0,39,4,4,3,443
C100771,2024-11-17,4,8042.0,302,2,2,2,222
C100772,2025-05-12,4,9586.0,126,3,2,3,323
C100773,2025-04-08,4,6982.0,160,2,2,2,222
C100774,2025-09-12,7,17096.0,3,4,4,4,444
C100775,2025-02-08,3,8153.0,219,2,2,2,222
C100776,2023-11-27,2,5158.0,658,1,1,1,111
C100777,2024-12-25,4,16901.0,264,2,2,4,224
C100778,2024-03-20,1,4554.0,544,1,1,1,111
C100779,2023-05-25,2,6174.0,844,1,1,2,112
C100780,2024-08-17,5,5827.0,394,1,3,2,132
C100781,2025-06-26,2,10650.0,81,3,1,3,313
C100782,2025-07-22,9,21674.0,55,4,4,4,444
C100783,2025-07-26,6,23215.0,51,4,4,4,444
C100784,2025-07-03,6,16142.0,74,3,4,4,344
C100785,2025-04-06,5,15662.0,162,2,3,4,234
C100786,2024-12-17,3,4746.0,272,2,2,1,221
C100787,2025-05-27,2,1254.0,111,3,1,1,311
C100788,2025-04-03,2,5432.0,165,2,1,2,212
C100789,2025-08-25,5,10875.0,21,4,3,3,433
C100790,2024-11-09,2,11887.0,310,2,1,3,213
C100791,2024-10-30,6,18519.0,320,1,4,4,144
C100792,2025-05-30,6,12396.0,108,3,4,3,343
C100793,2025-02-08,8,18381.0,219,2,4,4,244
C100794,2024-08-08,4,12457.0,403,1,2,3,123
C100796,2025-09-14,5,10094.0,1,4,3,3,433
C100797,2025-05-17,8,26220.0,121,3,4,4,344
C100798,2025-04-12,5,14595.0,156,2,3,4,234
C100799,2025-07-05,3,5454.0,72,3,2,2,322
C100800,2024-09-11,4,18504.0,369,1,2,4,124
C100801,2025-01-27,3,4731.0,231,2,2,1,221
C100802,2025-03-25,4,7433.0,174,2,2,2,222
C100803,2025-08-23,5,13330.0,23,4,3,3,433
C100804,2025-06-22,7,19877.0,85,3,4,4,344
C100805,2025-05-20,4,6187.0,118,3,2,2,322
C100806,2025-06-03,5,11686.0,104,3,3,3,333
C100808,2025-07-03,4,12922.0,74,3,2,3,323
C100809,2025-09-07,6,15170.0,8,4,4,4,444
C100810,2024-09-01,4,11010.0,379,1,2,3,123
C100811,2025-06-19,3,6298.0,88,3,2,2,322
C100812,2025-07-24,4,5740.0,53,4,2,2,422
C100813,2025-09-11,4,5665.0,4,4,2,2,422
C100814,2025-05-29,3,6431.0,109,3,2,2,322
C100815,2025-04-26,8,17481.0,142,3,4,4,344
C100816,2025-02-26,1,3564.0,201,2,1,1,211
C100817,2025-09-11,5,14574.0,4,4,3,4,434
C100818,2025-03-29,4,9274.0,170,2,2,3,223
C100819,2024-09-12,4,21175.0,368,1,2,4,124
C100820,2025-09-09,5,16715.0,6,4,3,4,434
C100821,2025-09-14,4,11169.0,1,4,2,3,423
C100822,2025-04-28,2,3542.0,140,3,1,1,311
C100823,2025-07-13,7,13043.0,64,4,4,3,443
C100824,2025-09-03,6,14846.0,12,4,4,4,444
C100825,2025-04-15,5,13514.0,153,3,3,3,333
C100826,2025-08-21,3,3445.0,25,4,2,1,421
C100827,2025-01-05,8,11120.0,253,2,4,3,243
C100828,2023-03-10,1,1952.0,920,1,1,1,111
C100829,2025-06-09,7,17502.0,98,3,4,4,344
C100830,2023-08-12,2,3220.0,765,1,1,1,111
C100831,2025-06-27,7,19315.0,80,3,4,4,344
C100832,2025-07-11,7,14360.0,66,4,4,4,444
C100833,2024-02-20,5,14808.0,573,1,3,4,134
C100834,2024-06-26,7,23548.0,446,1,4,4,144
C100835,2025-07-13,6,8274.0,64,4,4,2,442
C100836,2024-03-09,2,4058.0,555,1,1,1,111
C100837,2025-05-19,3,12273.0,119,3,2,3,323
C100838,2025-08-16,5,16725.0,30,4,3,4,434
C100839,2025-04-22,3,13318.0,146,3,2,3,323
C100840,2025-07-04,3,2094.0,73,3,2,1,321
C100841,2025-06-07,3,8267.0,100,3,2,2,322
C100842,2025-03-23,6,17506.0,176,2,4,4,244
C100843,2025-07-24,8,18410.0,53,4,4,4,444
C100844,2025-03-30,1,795.0,169,2,1,1,211
C100845,2025-07-07,6,23860.0,70,3,4,4,344
C100846,2024-06-29,6,14927.0,443,1,4,4,144
C100847,2025-08-14,5,12034.0,32,4,3,3,433
C100848,2025-09-07,7,21150.0,8,4,4,4,444
C100849,2025-08-15,8,21376.0,31,4,4,4,444
C100850,2025-07-13,4,9138.0,64,4,2,2,422
C100851,2024-02-23,2,3645.0,570,1,1,1,111
C100852,2025-04-14,2,8826.0,154,3,1,2,312
C100853,2025-07-25,1,3852.0,52,4,1,1,411
C100854,2025-01-24,3,8114.0,234,2,2,2,222
C100855,2025-02-10,5,12257.0,217,2,3,3,233
C100856,2024-03-01,1,2040.0,563,1,1,1,111
C100857,2025-06-04,5,10256.0,103,3,3,3,333
C100858,2024-04-29,3,11757.0,504,1,2,3,123
C100859,2024-05-15,2,6397.0,488,1,1,2,112
C100861,2024-07-19,3,8406.0,423,1,2,2,122
C100862,2025-03-02,3,5003.0,197,2,2,1,221
C100863,2025-05-14,7,33338.0,124,3,4,4,344
C100864,2025-01-27,5,15048.0,231,2,3,4,234
C100865,2025-06-12,3,11244.0,95,3,2,3,323
C100866,2025-03-13,3,6794.0,186,2,2,2,222
C100867,2025-08-15,3,4419.0,31,4,2,1,421
C100868,2024-09-11,8,16533.0,369,1,4,4,144
C100869,2024-02-25,5,16019.0,568,1,3,4,134
C100870,2025-05-02,3,13427.0,136,3,2,3,323
C100871,2024-07-11,5,9574.0,431,1,3,3,133
C100872,2025-08-01,3,5420.0,45,4,2,2,422
C100873,2024-12-29,8,24244.0,260,2,4,4,244
C100874,2025-08-20,3,2864.0,26,4,2,1,421
C100875,2025-07-12,6,12222.0,65,4,4,3,443
C100877,2024-11-27,4,10571.0,292,2,2,3,223
C100878,2024-01-03,1,904.0,621,1,1,1,111
C100879,2025-01-12,4,6448.0,246,2,2,2,222
C100880,2025-05-21,2,5499.0,117,3,1,2,312
C100881,2024-09-22,2,5756.0,358,1,1,2,112
C100883,2025-05-07,5,17971.0,131,3,3,4,334
C100884,2025-06-09,2,7816.0,98,3,1,2,312
C100885,2025-08-05,3,12198.0,41,4,2,3,423
C100886,2025-02-19,4,8954.0,208,2,2,2,222
C100887,2024-08-11,4,13461.0,400,1,2,3,123
C100888,2024-04-21,3,5333.0,512,1,2,1,121
C100889,2025-07-30,6,22536.0,47,4,4,4,444
C100890,2024-07-21,2,2987.0,421,1,1,1,111
C100891,2024-10-06,4,16168.0,344,1,2,4,124
C100892,2025-08-16,6,8690.0,30,4,4,2,442
C100893,2025-06-23,2,2573.0,84,3,1,1,311
C100894,2025-04-20,3,4299.0,148,3,2,1,321
C100895,2024-02-24,2,8118.0,569,1,1,2,112
C100896,2025-08-13,6,14535.0,33,4,4,4,444
C100897,2025-08-25,7,27536.0,21,4,4,4,444
C100898,2024-07-11,5,11316.0,431,1,3,3,133
C100899,2025-06-09,3,7025.0,98,3,2,2,322
C100900,2025-02-06,3,8034.0,221,2,2,2,222
C100901,2025-02-10,5,10361.0,217,2,3,3,233
C100902,2025-09-08,2,2365.0,7,4,1,1,411
C100903,2025-08-25,3,5762.0,21,4,2,2,422
C100904,2025-06-04,6,20811.0,103,3,4,4,344
C100905,2025-06-07,2,4212.0,100,3,1,1,311
C100906,2025-08-20,4,7553.0,26,4,2,2,422
C100907,2024-12-10,2,3766.0,279,2,1,1,211
C100908,2025-06-27,3,15795.0,80,3,2,4,324
C100909,2025-02-01,2,4120.0,226,2,1,1,211
C100910,2024-12-20,5,9648.0,269,2,3,3,233
C100911,2025-08-27,4,8967.0,19,4,2,2,422
C100912,2025-08-16,8,21958.0,30,4,4,4,444
C100913,2024-10-23,3,4346.0,327,1,2,1,121
C100914,2025-07-15,4,6605.0,62,4,2,2,422
C100915,2025-01-22,7,34738.0,236,2,4,4,244
C100916,2025-06-02,7,16803.0,105,3,4,4,344
C100917,2025-04-21,1,1765.0,147,3,1,1,311
C100918,2024-12-31,3,5915.0,258,2,2,2,222
C100919,2024-09-28,4,9639.0,352,1,3,3,133
C100920,2025-08-27,5,11629.0,19,4,3,3,433
C100921,2024-11-28,2,4068.0,291,2,1,1,211
C100922,2025-03-25,6,13705.0,174,2,4,4,244
C100923,2023-12-29,3,13176.0,626,1,2,3,123
C100924,2025-03-20,4,11936.0,179,2,3,3,233
C100925,2025-08-03,3,3426.0,43,4,2,1,421
C100926,2025-06-12,5,17776.0,95,3,3,4,334
C100927,2023-07-26,1,1566.0,782,1,1,1,111
C100928,2025-06-10,6,15757.0,97,3,4,4,344
C100929,2025-06-30,3,10595.0,77,3,2,3,323
C100930,2024-10-17,3,3697.0,333,1,2,1,121
C100931,2025-07-29,4,6394.0,48,4,3,2,432
C100932,2024-01-19,3,17143.0,605,1,2,4,124
C100933,2024-10-21,2,11231.0,329,1,1,3,113
C100934,2025-01-16,4,12116.0,242,2,3,3,233
C100935,2024-12-10,2,2842.0,279,2,1,1,211
C100936,2023-11-14,2,3444.0,671,1,1,1,111
C100937,2023-10-18,1,5448.0,698,1,1,2,112
C100938,2025-08-11,5,6319.0,35,4,3,2,432
C100939,2024-08-15,2,3961.0,396,1,1,1,111
C100940,2025-05-14,3,8884.0,124,3,2,2,322
C100941,2025-09-13,7,12801.0,2,4,4,3,443
C100942,2024-04-02,2,7552.0,531,1,1,2,112
C100943,2024-10-27,4,7371.0,323,1,3,2,132
C100944,2025-07-07,5,10805.0,70,3,3,3,333
C100945,2024-12-21,3,5807.0,268,2,2,2,222
C100946,2025-03-29,2,2216.0,170,2,1,1,211
C100947,2025-06-07,8,13112.0,100,3,4,3,343
C100948,2025-05-27,3,6121.0,111,3,2,2,322
C100949,2025-02-25,9,20214.0,202,2,4,4,244
C100950,2024-12-20,2,8269.0,269,2,1,2,212
C100951,2024-12-20,4,5317.0,269,2,3,1,231
C100952,2024-05-08,3,4294.0,495,1,2,1,121
C100953,2025-07-05,5,16180.0,72,3,3,4,334
C100954,2025-05-22,4,8382.0,116,3,3,2,332
C100955,2025-08-31,1,1908.0,15,4,1,1,411
C100956,2024-11-20,3,10611.0,299,2,2,3,223
C100957,2025-08-12,2,4486.0,34,4,1,1,411
C100958,2025-07-14,8,16993.0,63,4,4,4,444
C100959,2025-02-14,5,13987.0,213,2,3,4,234
C100960,2024-05-30,2,2657.0,473,1,1,1,111
C100961,2025-09-06,5,18260.0,9,4,3,4,434
C100962,2025-06-19,5,22500.0,88,3,3,4,334
C100963,2024-12-10,2,4205.0,279,2,1,1,211
C100964,2023-10-20,3,13359.0,696,1,2,3,123
C100965,2025-06-19,6,12559.0,88,3,4,3,343
C100966,2025-08-26,9,19224.0,20,4,4,4,444
C100967,2025-09-03,3,8183.0,12,4,2,2,422
C100968,2025-09-08,10,15172.0,7,4,4,4,444
C100969,2024-11-03,6,9185.0,316,2,4,2,242
C100970,2024-06-11,2,4572.0,461,1,1,1,111
C100971,2024-02-25,2,4346.0,568,1,1,1,111
C100972,2025-08-15,3,5498.0,31,4,2,2,422
C100973,2025-03-10,4,7336.0,189,2,3,2,232
C100974,2025-04-14,6,10847.0,154,3,4,3,343
C100975,2024-10-07,3,6329.0,343,1,2,2,122
C100976,2025-04-27,5,12930.0,141,3,3,3,333
C100977,2025-01-04,3,7454.0,254,2,2,2,222
C100978,2024-02-20,3,10291.0,573,1,2,3,123
C100979,2023-03-03,1,1722.0,927,1,1,1,111
C100980,2025-05-26,1,2254.0,112,3,1,1,311
C100981,2025-07-02,8,18939.0,75,3,4,4,344
C100982,2024-10-21,5,12503.0,329,1,3,3,133
C100983,2025-03-23,3,6031.0,176,2,2,2,222
C100984,2025-03-09,4,12184.0,190,2,3,3,233
C100985,2025-05-24,4,7198.0,114,3,3,2,332
C100986,2025-05-21,5,8520.0,117,3,3,2,332
C100987,2025-06-11,9,18874.0,96,3,4,4,344
C100988,2025-02-11,5,16207.0,216,2,3,4,234
C100989,2025-04-15,4,6269.0,153,3,3,2,332
C100990,2025-06-16,6,13555.0,91,3,4,3,343
C100991,2025-02-19,5,10142.0,208,2,3,3,233
C100992,2025-06-29,10,18650.0,78,3,4,4,344
C100993,2024-07-26,4,17348.0,416,1,3,4,134
C100994,2023-11-02,3,6224.0,683,1,2,2,122
C100995,2025-07-13,4,8409.0,64,4,3,2,432
C100996,2024-06-23,1,1055.0,449,1,1,1,111
C100997,2025-08-06,5,12990.0,40,4,3,3,433
C100998,2025-04-11,6,8427.0,157,2,4,2,242
C100999,2024-09-21,5,13373.0,359,1,3,3,133
C101000,2025-04-15,5,11919.0,153,3,3,3,333
C101001,2024-08-29,4,7927.0,382,1,3,2,132
C101002,2024-06-27,2,4416.0,445,1,1,1,111
C101003,2025-05-12,2,2308.0,126,3,1,1,311
C101004,2025-06-17,6,11769.0,90,3,4,3,343
C101005,2025-03-06,5,18166.0,193,2,3,4,234
C101006,2024-10-29,1,3560.0,321,1,1,1,111
C101007,2025-05-04,2,9430.0,134,3,1,3,313
C101008,2025-04-06,3,3373.0,162,2,2,1,221
C101009,2025-04-11,2,5332.0,157,2,1,1,211
C101010,2025-03-01,2,5489.0,198,2,1,2,212
C101011,2025-08-29,2,4102.0,17,4,1,1,411
C101012,2025-05-04,4,18496.0,134,3,3,4,334
C101013,2025-03-29,6,10901.0,170,2,4,3,243
