order_id,order_date,customer_id,product,category,quantity,price,sales,cost,profit,age,gender,region,year,month,month_year
O209504,2024-06-12,C100658,Portable Charger,Electronics,2,2467.0,4934.0,3789,1145,39,Female,East,2024,6,2024-06
O202638,2024-01-10,C100236,Portable Charger,Electronics,2,2061.0,4122.0,2537,1585,39,Female,West,2024,1,2024-01
O208146,2025-07-26,C100378,Hoodie Cozy,Clothing,2,1094.0,2188.0,1643,545,32,Male,West,2025,7,2025-07
O208657,2023-03-29,C101315,Lip Balm,Beauty,2,576.0,1152.0,707,445,23,Female,North,2023,3,2023-03
O204080,2025-03-24,C102428,Ceramic Mug,Home,2,1083.0,2166.0,1559,607,19,Male,North,2025,3,2025-03
O207580,2023-09-27,C101840,Sunscreen SPF50,Beauty,1,543.0,543.0,346,197,38,Male,South,2023,9,2023-09
O203160,2025-08-23,C101941,Ceramic Mug,Home,3,1057.0,3171.0,2167,1004,57,Female,South,2025,8,2025-08
O208539,2025-09-02,C102170,Slim Jeans,Clothing,3,547.0,1641.0,1047,594,46,Male,South,2025,9,2025-09
O203393,2024-12-08,C102497,Lip Balm,Beauty,2,776.0,1552.0,1026,526,39,Female,East,2024,12,2024-12
O205680,2025-03-14,C101019,Water Bottle,Sports,5,1191.0,5955.0,3893,2062,30,Female,North,2025,3,2025-03
O208938,2024-06-21,C101626,Dumbbell 5kg,Sports,1,1303.0,1303.0,970,333,47,Male,South,2024,6,2024-06
O209514,2025-06-06,C101855,Earbuds X1,Electronics,2,2197.0,4394.0,3450,944,49,Unknown,South,2025,6,2025-06
O209071,2025-02-03,C100094,Lip Balm,Beauty,3,839.0,2517.0,2052,465,26,Female,West,2025,2,2025-02
O206187,2023-08-27,C101459,Bluetooth Speaker,Electronics,2,1319.0,2638.0,1951,687,29,Female,South,2023,8,2023-08
O205545,2023-04-19,C102061,Slim Jeans,Clothing,2,786.0,1572.0,988,584,30,Male,South,2023,4,2023-04
O203333,2023-05-04,C100712,Hoodie Cozy,Clothing,2,1453.0,2906.0,2250,656,51,Male,South,2023,5,2023-05
O208033,2024-08-29,C101866,Face Serum,Beauty,3,499.0,1497.0,1115,382,35,Other,West,2024,8,2024-08
O207654,2023-08-27,C102019,Water Bottle,Sports,1,1130.0,1130.0,743,387,54,Female,West,2023,8,2023-08
O201197,2024-11-22,C101109,Slim Jeans,Clothing,5,413.0,2065.0,1591,474,51,Female,West,2024,11,2024-11
O202227,2025-01-16,C101956,Portable Charger,Electronics,2,1484.0,2968.0,2149,819,45,Female,North,2025,1,2025-01
O207046,2023-04-04,C101537,Ceramic Mug,Home,3,998.0,2994.0,2082,912,60,Male,North,2023,4,2023-04
O207626,2023-08-02,C100000,Smartwatch Pro,Electronics,1,1248.0,1248.0,825,423,52,Male,South,2023,8,2023-08
O206383,2023-05-02,C100680,Face Serum,Beauty,3,589.0,1767.0,1422,345,57,Male,West,2023,5,2023-05
O201429,2025-03-10,C100629,Throw Pillow,Home,2,464.0,928.0,605,323,54,Female,South,2025,3,2025-03
O208515,2025-03-06,C102266,Yoga Mat,Sports,2,505.0,1010.0,807,203,60,Male,South,2025,3,2025-03
O203703,2025-07-29,C101824,Dumbbell 5kg,Sports,4,707.0,2828.0,1802,1026,35,Female,East,2025,7,2025-07
O203463,2023-01-17,C101264,Smartwatch Pro,Electronics,3,1183.0,3549.0,2549,1000,44,Female,North,2023,1,2023-01
O207681,2023-03-04,C100679,Earbuds X1,Electronics,2,1509.0,3018.0,2492,526,50,Female,South,2023,3,2023-03
O209209,2025-05-31,C102446,Ceramic Mug,Home,3,876.0,2628.0,1918,710,52,Male,North,2025,5,2025-05
O206434,2024-02-04,C100931,Bluetooth Speaker,Electronics,1,2437.0,2437.0,1876,561,25,Female,South,2024,2,2024-02
O201153,2023-02-20,C101982,Sneakers Lite,Clothing,3,863.0,2589.0,1927,662,57,Male,West,2023,2,2023-02
O205015,2023-04-06,C101529,Ceramic Mug,Home,2,1095.0,2190.0,1398,792,53,Female,North,2023,4,2023-04
O202766,2025-01-15,C101440,Water Bottle,Sports,2,680.0,1360.0,909,451,54,Male,West,2025,1,2025-01
O208235,2024-05-20,C100160,Dumbbell 5kg,Sports,1,1087.0,1087.0,751,336,51,Other,Central,2024,5,2024-05
O205006,2025-05-22,C100954,Slim Jeans,Clothing,3,498.0,1494.0,1097,397,59,Female,East,2025,5,2025-05
O202389,2024-08-13,C100350,T-Shirt Classic,Clothing,1,1168.0,1168.0,867,301,58,Male,East,2024,8,2024-08
O206817,2025-05-11,C100192,Smartwatch Pro,Electronics,2,1462.0,2924.0,1766,1158,19,Male,North,2025,5,2025-05
O204029,2025-07-08,C101041,LED Lamp,Home,3,711.0,2133.0,1421,712,45,Male,South,2025,7,2025-07
O208643,2024-08-11,C101576,Phone Case,Electronics,2,596.0,1192.0,949,243,46,Male,West,2024,8,2024-08
O203422,2023-04-07,C101864,Throw Pillow,Home,3,590.0,1770.0,1431,339,34,Male,South,2023,4,2023-04
O202030,2025-06-09,C101162,Dumbbell 5kg,Sports,4,1125.0,4500.0,2918,1582,28,Other,North,2025,6,2025-06
O206959,2024-08-30,C102182,Slim Jeans,Clothing,4,625.0,2500.0,2061,439,48,Male,South,2024,8,2024-08
O200605,2024-01-28,C101515,Slim Jeans,Clothing,4,611.0,2444.0,1747,697,27,Male,Central,2024,1,2024-01
O207791,2023-06-12,C101841,Slim Jeans,Clothing,1,646.0,646.0,439,207,38,Male,West,2023,6,2023-06
O205265,2024-09-22,C101155,Throw Pillow,Home,3,591.0,1773.0,1132,641,19,Male,South,2024,9,2024-09
O205464,2024-05-13,C101360,Throw Pillow,Home,2,633.0,1266.0,997,269,41,Female,South,2024,5,2024-05
O206180,2025-08-20,C100452,Lip Balm,Beauty,2,841.0,1682.0,1038,644,33,Female,North,2025,8,2025-08
O201483,2025-03-16,C101736,Dumbbell 5kg,Sports,2,828.0,1656.0,1240,416,26,Male,South,2025,3,2025-03
O202335,2023-06-06,C101776,Earbuds X1,Electronics,3,1690.0,5070.0,3267,1803,28,Female,South,2023,6,2023-06
O203597,2024-03-11,C100596,Hoodie Cozy,Clothing,2,1255.0,2510.0,1674,836,29,Male,Central,2024,3,2024-03
O205424,2023-03-27,C100679,Water Bottle,Sports,2,743.0,1486.0,1017,469,20,Female,West,2023,3,2023-03
O205627,2024-06-20,C101188,Earbuds X1,Electronics,2,2354.0,4708.0,3044,1664,44,Male,East,2024,6,2024-06
O209650,2024-11-04,C100405,Bluetooth Speaker,Electronics,3,1601.0,4803.0,3520,1283,29,Unknown,North,2024,11,2024-11
O201426,2023-10-22,C102264,Sneakers Lite,Clothing,2,965.0,1930.0,1470,460,26,Male,South,2023,10,2023-10
O200496,2025-05-21,C100048,Face Serum,Beauty,4,539.0,2156.0,1349,807,35,Female,Central,2025,5,2025-05
O203399,2025-01-13,C101507,Bed Sheet Set,Home,3,717.0,2151.0,1440,711,23,Male,South,2025,1,2025-01
O204755,2025-05-15,C101430,Face Serum,Beauty,4,439.0,1756.0,1100,656,48,Male,East,2025,5,2025-05
O200758,2024-11-25,C100578,Smartwatch Pro,Electronics,2,842.0,1684.0,1397,287,32,Female,West,2024,11,2024-11
O200837,2025-08-03,C102073,Smartwatch Pro,Electronics,3,1495.0,4485.0,3728,757,57,Male,West,2025,8,2025-08
O204353,2024-02-10,C101791,Dumbbell 5kg,Sports,2,826.0,1652.0,1101,551,39,Male,East,2024,2,2024-02
O202147,2024-09-08,C102399,LED Lamp,Home,2,708.0,1416.0,1202,214,33,Male,West,2024,9,2024-09
O201022,2025-05-12,C101314,Slim Jeans,Clothing,1,583.0,583.0,400,183,50,Male,North,2025,5,2025-05
O208789,2025-06-07,C102078,Sneakers Lite,Clothing,2,1346.0,2692.0,1863,829,34,Male,Central,2025,6,2025-06
O205648,2023-09-29,C100934,Dumbbell 5kg,Sports,2,984.0,1968.0,1371,597,18,Female,Central,2023,9,2023-09
O205615,2024-05-25,C101195,Sneakers Lite,Clothing,3,1513.0,4539.0,3420,1119,56,Male,East,2024,5,2024-05
O201057,2023-04-28,C101328,Face Serum,Beauty,2,785.0,1570.0,1093,477,51,Female,South,2023,4,2023-04
O206322,2024-12-18,C100335,Water Bottle,Sports,3,880.0,2640.0,1998,642,35,Female,East,2024,12,2024-12
O204712,2025-07-30,C101286,Lip Balm,Beauty,3,983.0,2949.0,1905,1044,51,Male,West,2025,7,2025-07
O202826,2025-01-26,C102295,Portable Charger,Electronics,2,2081.0,4162.0,2558,1604,55,Female,East,2025,1,2025-01
O207840,2024-09-09,C101849,Portable Charger,Electronics,2,2486.0,4972.0,3023,1949,41,Male,South,2024,9,2024-09
O207642,2023-08-29,C102178,Slim Jeans,Clothing,4,677.0,2708.0,1812,896,47,Male,West,2023,8,2023-08
O205961,2023-02-15,C101671,Sunscreen SPF50,Beauty,1,622.0,622.0,528,94,57,Male,South,2023,2,2023-02
O202127,2024-05-04,C100435,Water Bottle,Sports,5,1121.0,5605.0,3719,1886,18,Female,East,2024,5,2024-05
O203668,2024-09-24,C100281,Bluetooth Speaker,Electronics,1,2290.0,2290.0,1826,464,47,Male,East,2024,9,2024-09
O201544,2023-04-16,C101341,Ceramic Mug,Home,5,1256.0,6280.0,4249,2031,28,Male,Central,2023,4,2023-04
O209340,2024-03-13,C100256,T-Shirt Classic,Clothing,4,1950.0,7800.0,5103,2697,57,Male,East,2024,3,2024-03
O201718,2024-05-05,C100631,Bed Sheet Set,Home,4,491.0,1964.0,1545,419,31,Female,South,2024,5,2024-05
O206326,2025-08-19,C102393,T-Shirt Classic,Clothing,3,1637.0,4911.0,3819,1092,60,Unknown,East,2025,8,2025-08
O203033,2024-10-16,C102094,LED Lamp,Home,2,807.0,1614.0,1186,428,18,Male,Central,2024,10,2024-10
O206275,2023-10-09,C101351,Hoodie Cozy,Clothing,2,1081.0,2162.0,1409,753,31,Female,East,2023,10,2023-10
O200724,2023-04-25,C100681,Hoodie Cozy,Clothing,3,1045.0,3135.0,2561,574,57,Female,Central,2023,4,2023-04
O204379,2023-12-27,C101077,Dumbbell 5kg,Sports,3,1186.0,3558.0,2678,880,56,Male,East,2023,12,2023-12
O204337,2023-01-08,C101188,T-Shirt Classic,Clothing,1,1637.0,1637.0,1352,285,33,Male,North,2023,1,2023-01
O208358,2025-04-23,C100517,T-Shirt Classic,Clothing,4,1472.0,5888.0,3761,2127,41,Female,South,2025,4,2025-04
O201127,2025-08-28,C100236,Bed Sheet Set,Home,2,922.0,1844.0,1448,396,57,Male,South,2025,8,2025-08
O202997,2024-11-12,C100956,Dumbbell 5kg,Sports,2,1112.0,2224.0,1785,439,43,Male,East,2024,11,2024-11
O209609,2023-05-20,C100742,Sneakers Lite,Clothing,5,1372.0,6860.0,5795,1065,29,Male,Central,2023,5,2023-05
O209495,2025-05-26,C100549,Portable Charger,Electronics,1,2339.0,2339.0,1931,408,50,Female,East,2025,5,2025-05
O203034,2024-02-23,C100621,Lip Balm,Beauty,3,831.0,2493.0,1941,552,43,Male,West,2024,2,2024-02
O209438,2024-03-17,C102012,Ceramic Mug,Home,1,938.0,938.0,575,363,35,Female,East,2024,3,2024-03
O208713,2023-05-26,C102098,LED Lamp,Home,1,707.0,707.0,435,272,60,Female,North,2023,5,2023-05
O206967,2023-07-25,C100703,T-Shirt Classic,Clothing,2,1250.0,2500.0,1778,722,30,Female,South,2023,7,2023-07
O205309,2024-07-12,C101409,Slim Jeans,Clothing,2,744.0,1488.0,981,507,57,Other,North,2024,7,2024-07
O203625,2023-04-21,C101001,Sunscreen SPF50,Beauty,3,594.0,1782.0,1229,553,37,Male,North,2023,4,2023-04
O204128,2025-05-25,C102345,Phone Case,Electronics,4,615.0,2460.0,1971,489,43,Female,Central,2025,5,2025-05
O208626,2023-03-26,C100009,Yoga Mat,Sports,3,412.0,1236.0,980,256,42,Male,East,2023,3,2023-03
O203045,2023-09-11,C101511,Face Serum,Beauty,1,795.0,795.0,542,253,27,Male,North,2023,9,2023-09
O200149,2024-05-04,C100079,Earbuds X1,Electronics,1,2587.0,2587.0,2149,438,57,Female,North,2024,5,2024-05
O206306,2024-10-29,C100510,Lip Balm,Beauty,1,647.0,647.0,545,102,31,Female,East,2024,10,2024-10
O204368,2024-02-10,C101138,Portable Charger,Electronics,1,2305.0,2305.0,1652,653,41,Female,Central,2024,2,2024-02
O205527,2024-02-07,C101427,Yoga Mat,Sports,1,465.0,465.0,324,141,55,Female,East,2024,2,2024-02
O203646,2024-02-09,C100634,Yoga Mat,Sports,1,346.0,346.0,213,133,20,Male,Central,2024,2,2024-02
O209744,2023-01-12,C101254,Phone Case,Electronics,2,824.0,1648.0,1227,421,27,Male,Central,2023,1,2023-01
O208188,2023-11-01,C101870,Face Serum,Beauty,1,450.0,450.0,379,71,19,Male,South,2023,11,2023-11
O200841,2024-05-31,C102460,T-Shirt Classic,Clothing,4,1455.0,5820.0,4143,1677,41,Female,East,2024,5,2024-05
O209973,2025-01-09,C100252,Dumbbell 5kg,Sports,3,977.0,2931.0,2212,719,57,Male,North,2025,1,2025-01
O204376,2023-06-11,C102381,Portable Charger,Electronics,4,2527.0,10108.0,7428,2680,53,Male,East,2023,6,2023-06
O204237,2025-05-30,C101036,Bluetooth Speaker,Electronics,3,1579.0,4737.0,3512,1225,36,Male,South,2025,5,2025-05
O206240,2024-08-06,C102433,T-Shirt Classic,Clothing,2,1149.0,2298.0,1619,679,21,Female,East,2024,8,2024-08
O204321,2023-10-31,C100703,Face Serum,Beauty,2,410.0,820.0,508,312,52,Male,East,2023,10,2023-10
O203723,2024-10-31,C100400,Bed Sheet Set,Home,3,775.0,2325.0,1437,888,41,Female,South,2024,10,2024-10
O208757,2023-01-21,C100125,Smartwatch Pro,Electronics,2,1415.0,2830.0,2339,491,41,Unknown,Central,2023,1,2023-01
O207036,2024-12-22,C101304,Yoga Mat,Sports,2,430.0,860.0,570,290,56,Male,North,2024,12,2024-12
O207812,2023-10-29,C101304,Hoodie Cozy,Clothing,2,1112.0,2224.0,1477,747,25,Male,East,2023,10,2023-10
O206680,2025-08-29,C101051,Ceramic Mug,Home,3,1634.0,4902.0,4004,898,19,Male,South,2025,8,2025-08
O206497,2024-09-13,C100301,Face Serum,Beauty,2,770.0,1540.0,1067,473,52,Male,West,2024,9,2024-09
O201392,2025-07-18,C100037,Throw Pillow,Home,2,646.0,1292.0,1041,251,49,Male,Central,2025,7,2025-07
O201921,2025-08-14,C101224,Slim Jeans,Clothing,5,514.0,2570.0,1905,665,57,Female,South,2025,8,2025-08
O207542,2023-07-31,C102289,Smartwatch Pro,Electronics,1,798.0,798.0,579,219,46,Male,East,2023,7,2023-07
O208699,2024-07-03,C101621,Face Serum,Beauty,3,390.0,1170.0,736,434,53,Male,West,2024,7,2024-07
O206462,2024-08-28,C101285,Lip Balm,Beauty,2,1075.0,2150.0,1435,715,35,Male,North,2024,8,2024-08
O204879,2025-06-29,C101840,Earbuds X1,Electronics,2,1800.0,3600.0,2353,1247,36,Male,West,2025,6,2025-06
O203898,2023-05-22,C101423,Yoga Mat,Sports,1,386.0,386.0,310,76,38,Female,West,2023,5,2023-05
O208332,2024-01-25,C100178,Hoodie Cozy,Clothing,4,1363.0,5452.0,3741,1711,41,Female,North,2024,1,2024-01
O200550,2023-02-20,C101448,LED Lamp,Home,3,756.0,2268.0,1385,883,56,Other,North,2023,2,2023-02
O201740,2024-07-01,C100750,Face Serum,Beauty,3,580.0,1740.0,1064,676,57,Female,South,2024,7,2024-07
O203815,2023-09-18,C100036,Bed Sheet Set,Home,2,939.0,1878.0,1503,375,38,Other,South,2023,9,2023-09
O201817,2024-01-13,C100599,Hoodie Cozy,Clothing,1,1346.0,1346.0,1108,238,55,Male,North,2024,1,2024-01
O203538,2025-07-24,C101576,Smartwatch Pro,Electronics,5,1180.0,5900.0,4363,1537,41,Female,South,2025,7,2025-07
O208035,2025-08-19,C101400,Water Bottle,Sports,2,1156.0,2312.0,1895,417,37,Male,North,2025,8,2025-08
O203060,2024-04-03,C101170,Bluetooth Speaker,Electronics,1,2412.0,2412.0,2012,400,27,Male,North,2024,4,2024-04
O200017,2025-05-21,C101065,Earbuds X1,Electronics,4,1283.0,5132.0,4124,1008,55,Male,South,2025,5,2025-05
O201770,2023-12-30,C100320,Sunscreen SPF50,Beauty,2,685.0,1370.0,1003,367,31,Unknown,West,2023,12,2023-12
O201888,2024-04-26,C100104,Water Bottle,Sports,1,1050.0,1050.0,774,276,43,Female,East,2024,4,2024-04
O209995,2023-05-24,C100300,Smartwatch Pro,Electronics,1,787.0,787.0,649,138,25,Male,East,2023,5,2023-05
O201642,2025-06-09,C100446,Yoga Mat,Sports,3,545.0,1635.0,1239,396,22,Female,West,2025,6,2025-06
O204299,2024-08-20,C100550,Dumbbell 5kg,Sports,3,1202.0,3606.0,2840,766,21,Male,North,2024,8,2024-08
O204220,2024-03-18,C102322,Yoga Mat,Sports,3,408.0,1224.0,805,419,41,Female,East,2024,3,2024-03
O209283,2025-03-30,C101223,T-Shirt Classic,Clothing,5,2017.0,10085.0,6211,3874,39,Male,North,2025,3,2025-03
O204862,2023-10-30,C101175,T-Shirt Classic,Clothing,3,1750.0,5250.0,3986,1264,55,Male,North,2023,10,2023-10
O200533,2023-01-20,C101982,Lip Balm,Beauty,2,667.0,1334.0,846,488,49,Male,North,2023,1,2023-01
O200132,2025-05-06,C101701,Earbuds X1,Electronics,2,1233.0,2466.0,2042,424,35,Male,Central,2025,5,2025-05
O204896,2023-09-22,C101507,Phone Case,Electronics,2,829.0,1658.0,1231,427,57,Male,East,2023,9,2023-09
O208485,2024-05-05,C101972,T-Shirt Classic,Clothing,1,1152.0,1152.0,842,310,54,Male,West,2024,5,2024-05
O200964,2025-08-16,C100282,Dumbbell 5kg,Sports,2,668.0,1336.0,990,346,53,Female,East,2025,8,2025-08
O202691,2024-05-27,C100652,Slim Jeans,Clothing,4,564.0,2256.0,1585,671,52,Female,Central,2024,5,2024-05
O209512,2024-02-08,C101691,LED Lamp,Home,3,554.0,1662.0,1110,552,35,Male,East,2024,2,2024-02
O208312,2023-10-05,C101822,Yoga Mat,Sports,2,462.0,924.0,669,255,55,Female,North,2023,10,2023-10
O207903,2025-05-07,C102463,Face Serum,Beauty,4,567.0,2268.0,1718,550,59,Female,North,2025,5,2025-05
O201095,2023-11-04,C100858,T-Shirt Classic,Clothing,4,1646.0,6584.0,4582,2002,48,Female,West,2023,11,2023-11
O205138,2025-07-28,C100433,Earbuds X1,Electronics,3,2189.0,6567.0,4382,2185,55,Male,West,2025,7,2025-07
O204352,2024-08-27,C100199,Dumbbell 5kg,Sports,3,1228.0,3684.0,2870,814,24,Male,West,2024,8,2024-08
O201561,2023-12-12,C102268,Sneakers Lite,Clothing,2,976.0,1952.0,1430,522,45,Male,West,2023,12,2023-12
O201670,2024-10-05,C100572,Phone Case,Electronics,2,738.0,1476.0,1061,415,41,Female,North,2024,10,2024-10
O203880,2023-03-11,C100417,Face Serum,Beauty,3,670.0,2010.0,1266,744,44,Male,North,2023,3,2023-03
O204466,2025-08-14,C100847,Earbuds X1,Electronics,1,2259.0,2259.0,1755,504,56,Male,North,2025,8,2025-08
O204132,2023-08-14,C101494,Slim Jeans,Clothing,3,521.0,1563.0,1175,388,54,Male,South,2023,8,2023-08
O208254,2025-09-13,C100375,Earbuds X1,Electronics,1,1881.0,1881.0,1207,674,24,Other,Central,2025,9,2025-09
O206700,2023-04-28,C102478,Throw Pillow,Home,1,603.0,603.0,442,161,28,Male,West,2023,4,2023-04
O206601,2025-02-06,C101246,Phone Case,Electronics,2,910.0,1820.0,1127,693,30,Male,South,2025,2,2025-02
O202002,2025-06-06,C100716,Slim Jeans,Clothing,2,685.0,1370.0,878,492,59,Male,Central,2025,6,2025-06
O206443,2025-01-26,C102115,Phone Case,Electronics,3,924.0,2772.0,1948,824,46,Male,South,2025,1,2025-01
O200168,2024-12-26,C100744,Yoga Mat,Sports,2,514.0,1028.0,837,191,18,Male,Central,2024,12,2024-12
O208658,2025-06-01,C100073,Face Serum,Beauty,2,439.0,878.0,723,155,53,Female,South,2025,6,2025-06
O201919,2025-08-12,C101425,Sunscreen SPF50,Beauty,1,380.0,380.0,256,124,44,Female,Central,2025,8,2025-08
O203685,2023-05-12,C100823,Yoga Mat,Sports,2,544.0,1088.0,675,413,57,Male,West,2023,5,2023-05
O208279,2025-09-05,C102007,Face Serum,Beauty,4,676.0,2704.0,1828,876,42,Male,Central,2025,9,2025-09
O206177,2023-03-17,C101395,Portable Charger,Electronics,1,2324.0,2324.0,1737,587,58,Female,West,2023,3,2023-03
O205020,2023-03-29,C102116,Portable Charger,Electronics,3,2472.0,7416.0,5608,1808,34,Male,North,2023,3,2023-03
O207884,2024-12-20,C101264,T-Shirt Classic,Clothing,2,969.0,1938.0,1312,626,30,Female,North,2024,12,2024-12
O201298,2023-05-17,C101618,Smartwatch Pro,Electronics,3,1496.0,4488.0,3494,994,50,Female,Central,2023,5,2023-05
O209174,2023-01-18,C102136,Bed Sheet Set,Home,1,901.0,901.0,554,347,54,Male,West,2023,1,2023-01
O203941,2024-09-01,C100303,Yoga Mat,Sports,2,305.0,610.0,373,237,33,Male,South,2024,9,2024-09
O208840,2024-05-01,C102168,Portable Charger,Electronics,4,1348.0,5392.0,3413,1979,32,Male,West,2024,5,2024-05
O207440,2023-12-03,C100750,Slim Jeans,Clothing,2,523.0,1046.0,815,231,23,Male,East,2023,12,2023-12
O201287,2024-05-17,C102456,Bluetooth Speaker,Electronics,1,2117.0,2117.0,1690,427,58,Male,South,2024,5,2024-05
O203543,2024-05-02,C102089,Face Serum,Beauty,2,431.0,862.0,700,162,46,Female,South,2024,5,2024-05
O206417,2024-12-21,C102070,Portable Charger,Electronics,3,2268.0,6804.0,5060,1744,19,Female,East,2024,12,2024-12
O202885,2024-03-25,C101095,Yoga Mat,Sports,3,267.0,801.0,595,206,50,Male,South,2024,3,2024-03
O209920,2023-03-31,C101019,Dumbbell 5kg,Sports,1,881.0,881.0,638,243,34,Female,West,2023,3,2023-03
O202013,2024-03-01,C100801,Bluetooth Speaker,Electronics,1,1706.0,1706.0,1191,515,28,Female,Central,2024,3,2024-03
O204511,2025-02-08,C100793,T-Shirt Classic,Clothing,1,1775.0,1775.0,1257,518,22,Male,Central,2025,2,2025-02
O209159,2024-03-14,C102124,Bluetooth Speaker,Electronics,2,2364.0,4728.0,3400,1328,35,Male,West,2024,3,2024-03
O204404,2024-02-28,C100565,LED Lamp,Home,5,759.0,3795.0,2636,1159,55,Male,Central,2024,2,2024-02
O205092,2024-05-16,C101677,Portable Charger,Electronics,2,2287.0,4574.0,2799,1775,50,Male,East,2024,5,2024-05
O209862,2023-08-14,C101033,LED Lamp,Home,2,539.0,1078.0,878,200,60,Female,South,2023,8,2023-08
O204609,2024-07-12,C102283,Water Bottle,Sports,1,1059.0,1059.0,810,249,53,Female,West,2024,7,2024-07
O206743,2025-08-12,C101711,Phone Case,Electronics,3,893.0,2679.0,2270,409,19,Female,Central,2025,8,2025-08
O205833,2024-01-26,C100369,Sunscreen SPF50,Beauty,1,671.0,671.0,405,266,59,Female,North,2024,1,2024-01
O200449,2025-08-17,C101582,T-Shirt Classic,Clothing,2,1161.0,2322.0,1689,633,37,Male,North,2025,8,2025-08
O202249,2023-08-12,C101379,Water Bottle,Sports,2,1087.0,2174.0,1655,519,33,Male,South,2023,8,2023-08
O208064,2024-03-12,C100536,T-Shirt Classic,Clothing,2,1963.0,3926.0,2947,979,37,Male,East,2024,3,2024-03
O200810,2023-07-05,C100449,Ceramic Mug,Home,2,1589.0,3178.0,2524,654,56,Male,East,2023,7,2023-07
O206067,2024-07-21,C100806,Dumbbell 5kg,Sports,1,931.0,931.0,562,369,49,Female,East,2024,7,2024-07
O206533,2025-03-24,C101845,LED Lamp,Home,3,670.0,2010.0,1363,647,30,Male,North,2025,3,2025-03
O209646,2024-09-03,C101972,Earbuds X1,Electronics,4,1591.0,6364.0,4507,1857,30,Male,West,2024,9,2024-09
O207063,2023-12-30,C102362,Sunscreen SPF50,Beauty,1,588.0,588.0,389,199,46,Female,South,2023,12,2023-12
O205928,2024-08-17,C102061,Face Serum,Beauty,3,447.0,1341.0,892,449,47,Male,Central,2024,8,2024-08
O207360,2023-04-21,C100238,Ceramic Mug,Home,2,911.0,1822.0,1426,396,54,Male,South,2023,4,2023-04
O206195,2024-09-15,C101494,LED Lamp,Home,2,466.0,932.0,661,271,19,Male,South,2024,9,2024-09
O201477,2024-06-05,C100743,Phone Case,Electronics,3,901.0,2703.0,2157,546,53,Male,South,2024,6,2024-06
O201790,2023-12-25,C101824,Sneakers Lite,Clothing,2,1463.0,2926.0,1812,1114,38,Female,East,2023,12,2023-12
O202008,2024-02-01,C101077,Sneakers Lite,Clothing,1,867.0,867.0,593,274,50,Female,East,2024,2,2024-02
O200682,2025-06-14,C100601,Sunscreen SPF50,Beauty,2,444.0,888.0,599,289,33,Female,West,2025,6,2025-06
O207108,2024-05-20,C100533,Hoodie Cozy,Clothing,5,863.0,4315.0,3117,1198,41,Female,North,2024,5,2024-05
O204209,2025-05-16,C101130,Water Bottle,Sports,4,686.0,2744.0,2041,703,21,Male,South,2025,5,2025-05
O204387,2024-12-22,C101327,Lip Balm,Beauty,2,1086.0,2172.0,1725,447,22,Female,West,2024,12,2024-12
O204023,2023-11-03,C101198,Face Serum,Beauty,1,413.0,413.0,293,120,19,Male,South,2023,11,2023-11
O205824,2025-06-09,C100829,Sunscreen SPF50,Beauty,1,510.0,510.0,340,170,50,Male,North,2025,6,2025-06
O204170,2025-06-11,C100722,Sunscreen SPF50,Beauty,4,374.0,1496.0,920,576,56,Female,West,2025,6,2025-06
O202236,2023-12-29,C100923,Hoodie Cozy,Clothing,2,1620.0,3240.0,2576,664,39,Male,North,2023,12,2023-12
O203338,2024-04-29,C100234,Bed Sheet Set,Home,3,750.0,2250.0,1652,598,35,Male,South,2024,4,2024-04
O200046,2025-02-21,C100225,Phone Case,Electronics,2,661.0,1322.0,891,431,58,Male,South,2025,2,2025-02
O200030,2023-10-04,C100220,Bed Sheet Set,Home,2,480.0,960.0,658,302,20,Female,East,2023,10,2023-10
O207485,2023-10-14,C100246,Sunscreen SPF50,Beauty,4,339.0,1356.0,1145,211,52,Male,Central,2023,10,2023-10
O205933,2023-03-20,C100871,LED Lamp,Home,2,460.0,920.0,668,252,18,Male,West,2023,3,2023-03
O201468,2024-03-16,C102177,Yoga Mat,Sports,3,395.0,1185.0,997,188,52,Female,East,2024,3,2024-03
O201665,2023-04-24,C102063,Hoodie Cozy,Clothing,1,1584.0,1584.0,953,631,45,Female,West,2023,4,2023-04
O201416,2024-02-14,C102349,Hoodie Cozy,Clothing,4,1372.0,5488.0,3823,1665,19,Male,North,2024,2,2024-02
O209834,2024-08-08,C101267,Smartwatch Pro,Electronics,2,1223.0,2446.0,1968,478,55,Male,South,2024,8,2024-08
O202423,2024-01-21,C101276,Earbuds X1,Electronics,2,2593.0,5186.0,4011,1175,31,Male,South,2024,1,2024-01
O203441,2025-05-04,C100552,Hoodie Cozy,Clothing,4,1028.0,4112.0,3039,1073,39,Female,South,2025,5,2025-05
O204024,2025-02-17,C100114,T-Shirt Classic,Clothing,3,1800.0,5400.0,4197,1203,43,Male,East,2025,2,2025-02
O202753,2024-03-02,C101001,Portable Charger,Electronics,1,2195.0,2195.0,1848,347,48,Male,South,2024,3,2024-03
O200429,2025-06-01,C100831,Slim Jeans,Clothing,3,547.0,1641.0,1021,620,56,Female,North,2025,6,2025-06
O205279,2023-03-31,C101743,Smartwatch Pro,Electronics,1,870.0,870.0,621,249,36,Male,South,2023,3,2023-03
O202138,2023-04-30,C101746,Lip Balm,Beauty,1,793.0,793.0,593,200,24,Male,South,2023,4,2023-04
